dialogue,label,meta,scenario_type,scenario_relationship,scenario_context,participants
"안녕하세요 혹시 지금 통화 가능할까요
네 가능합니다 무슨 일이세요
등록금 관련해서 문의 드리려고요
어떤 부분이 궁금하신가요
혹시 등록금을 분할 납부할 수 있을까요
네 가능합니다 일정에 맞춰 나눠서 납부하실 수 있어요
그럼 얼마씩 나눠서 납부하면 되나요
먼저 초기 납부금은 전액의 30%이고 나머지는 두 번에 걸쳐 납부하시면 됩니다
알겠습니다 그럼 처음 납부금은 언제까지 내야 하나요
수업 시작 전까지는 내주셔야 해요
확인 감사합니다 나중에 등록하러 갈게요
네 언제든지 방문해주세요 감사합니다
감사합니다 좋은 하루 되세요",0,"{'conversation_type': 'casual_normal', 'relationship': '학생-학원', 'context': '등록금 분할 납부 문의', 'tone': '공손함', 'topic': '등록금 분할 납부 가능 여부', 'emotion': '중립', 'call_environment': '조용한 실내', 'participants': ['장민성', '구도윤']}",학원 등록금 분할 납부 상담,학생-학원,등록금 분할 납부 가능 여부 문의,
"야 뭐해
어 나 집이야
우리 저번에 간식 산 거 있잖아
아 그거 나눠야지
얼마 나왔어
총 2만 4천 원 나왔거든
오 그러면 각자 1만 2천 원인가
응 맞아
그럼 내가 계좌로 보낼게
고마워
다음에 또 같이 먹자
그래 그럼 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '간식 구매 비용 나누기', 'tone': '편안함', 'topic': '간식 비용', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['성예린', '임지훈']}",친구와 간식 비용 계산,친구,간식 구매 비용 나누기,
"야 뭐해
어 나 지금 카페야 소음 장난 아니게 시끄러워
아 그래 나도 카페인데 여기 사람 엄청 많아
그래서 말인데 저번에 간식 산거 비용 나누자
아 맞다 그거 부담할게 얼마나 나왔어
총 15000원 나왔어 우리가 반반하면 7500원씩이네
그럼 내가 계좌로 보낼게
좋아 어 나중에 또 같이 간식 사자 너무 좋았어
하하 진짜 완전 맛있었어 다음에 또 가자
그래 그럼 이따봐
어 나중에 봐
",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '간식 구매 비용 나누기', 'tone': '편안함', 'topic': '간식 비용', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['윤지현', '우가은']}",친구와 간식 비용 계산,친구,간식 구매 비용 나누기,
"어 지금 어디야
나 지금 지하철 타고 이동 중이야 조금 복잡하네
아 그래 나도 지하철이야 음 이번 달 월세 말이야
그거 나도 얘기하려고 했어 총 얼마더라
이번 달은 60만 원 좀 넘게 나왔더라
음 그러면 반반씩 하면 되겠네 그치
어 맞아 30만 원씩 부담하면 될 것 같아 어떻게 보낼까
어 나 요즘 모바일 뱅킹 써서 계좌로 보내면 될 것 같아
오케이 그럼 계좌번호 문자로 보내줘
알았어 나중에 보내줄게
고마워 이번 달에는 다른 일도 많아서 신경 써줘서 고마워
어떻게든 잘 해결해야지 그럼 집에서 보자
그래 집에 도착하면 연락할게
알았어 안전하게 와
응 너도 잘 가",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '월세 분담', 'tone': '협조적', 'topic': '월세 분담 논의', 'emotion': '편안함', 'participants': ['송다현', '문유준'], 'call_environment': '이동 중'}",가족과 월세 분담,가족,형제/자매와 월세 분담 논의,
"야 뭐해
어 나 지금 조용한 데 와서 생각 좀 하고 있어
그래 다름이 아니라 월세 분담 얘기 좀 해보려고 전화했어
아 맞아 그거 우리 어떻게 할까
일단 이번 달부터 내가 조금 더 부담할까 싶어
음 그럴 필요는 없는 것 같아 서로 반반씩 나누는 게 어떨까
그래도 내가 요즘 좀 여유가 있으니까 부담 덜어주고 싶어서
아 그래 그럼 네가 괜찮다면 고마워
아무튼 이렇게 결정하자 이번에 내가 좀 더 내고 다음달엔 상황 보고 다시 얘기해
오케이 그렇게 하자 고마워 항상 조심하고
그래 너도 잘 지내",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '월세 분담 논의', 'tone': '협조적', 'topic': '생활비', 'emotion': '협조적', 'call_environment': '조용한 공공장소', 'participants': ['노재원', '박시현']}",가족과 월세 분담,가족,형제/자매와 월세 분담 논의,
"어 저기 오늘 점심 회비 계산했어
아 그래 나 얼마 보내면 돼
음 1인당 만 삼천 원씩인데
오케이 내가 그럼 계좌로 보낼게
어 혹시 내 계좌 알아
아 그 네 번호 1234로 시작하지
맞아 오늘 밥 맛있었지
진짜 맛있었어 다시 가고 싶더라
다음엔 다른 메뉴도 먹어보자
그래 좋아 내가 다음에 계산할게
고마워 그럼 이따 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '점심 회비 계산 및 나누기', 'tone': '편안함', 'topic': '점심 회비 정산', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['오예원', '전아린']}",동료와 점심 회비 정산,동료,점심 회비 계산 및 나누기,
"어 나야
어 무슨 일이야
점심 먹은 거 회비 계산하려고
아 맞다 깜빡했네
오늘 총 얼마 나왔어
음 십사만 원 나왔어 아마
그럼 우리 둘이니까 반반 나누면 되겠네
맞아 그래서 너한테 칠만 원 보내면 돼
오케이 내가 지금 계좌로 보낼게
고마워 근데 이번에는 내가 더 먹은 것 같아서 다음에는 내가 조금 더 낼게
아니야 괜찮아 다음에 또 같이 먹자
그래 그럼 다음에 봐
응 수고해",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '점심 회비 정산', 'tone': '편안함', 'topic': '점심 회비 계산 및 나누기', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['송태윤', '양지호']}",동료와 점심 회비 정산,동료,점심 회비 계산 및 나누기,
"어 지금 밖인데 잘 들려
응 잘 들려 무슨 일이야
그게 말이야 학자금 대출 때문에 좀 고민이 돼
어 그거 갚을 계획 아직 안 세웠어
맞아 그래서 이번 달부터 어떻게 할지 정해야 할 것 같아
음 그럼 우선 월마다 얼마씩 갚을 건지 정하는 게 좋지 않을까
그러니까 지금 일도 하고 있으니까 가능할 것 같아
맞아 나도 그렇게 생각했어
그리고 혹시 여유 자금 생기면 추가로 더 넣어도 되고
그래 그렇게 하면 이자도 줄어들겠지
그래도 혹시 모르니까 상황 봐가면서 조절하면 좋을 것 같아
응 그럼 그렇게 해보자
알았어 그럼 집에 가서 더 얘기해보자
그래 좀 있다가 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '대출 상환 계획 및 방법 논의', 'tone': '공손함', 'topic': '학자금 대출', 'emotion': '걱정', 'call_environment': '실외', 'participants': ['송하준', '송지훈']}",부모님과 학자금 대출 상담,가족,대출 상환 계획 및 방법 논의,
"여보세요
어 지금 걷는 중이야
아 바빠 보이네 괜찮아 시간 돼
응 조금 걸으면서 얘기해도 돼 무슨 일이야
그게 말이야 다음 주에 학자금 상환 관련해서 은행에 가려는데 같이 갈 수 있어
어 좋지 내가 같이 가면 조금 도움 될 것 같아
고마워 그럼 그날에 시간 맞춰서 같이 가자
응 알았어 일정 정리해볼게
그러면 상환 방법은 어떻게 할 계획이야
아직 고민 중이야 월별로 할지 한꺼번에 할지
음 월별로 하면 부담이 덜하지 않겠어
맞아 그게 나을 것 같기도 해
여유 있게 상환하는 게 중요한데 말이야
고마워 정말 많은 도움 돼
걱정 마 그리고 나중에 만나는 것도 잊지 말자
그래 그럼 주말에 보자
응 안전하게 걷고 나중에 전화할게
알았어 고마워 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '대출 상환 계획 및 방법 논의', 'tone': '공손함', 'topic': '학자금 대출 상담', 'emotion': '진지함', 'call_environment': '이동 중', 'participants': ['유하늘', '임우빈']}",부모님과 학자금 대출 상담,가족,대출 상환 계획 및 방법 논의,
"야 뭐해
어 지금 버스 타고 가는 중이야
그래 나도 걷는 중인데 같이 얘기 좀 하자
그러자 그래서 장비 구입비 좀 나눠야 되잖아
맞아 내가 계산해보고 말하려 했는데
얼마쯤 나올 것 같아
음 내가 계산한 거로는 대충 삼십만 원 정도 될 것 같아 반반 나누면 되네
어 그럼 일단 각자 십오만 원씩 보내면 되겠네
응 맞아 계좌번호 좀 보내줘
그래 내가 카톡으로 보낼게
고마워 그럼 나중에 만나서 장비 쓰자
그래 그때 보자
조심히 가
어 너도 잘 가",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '공동 장비 구매 비용 나누기', 'tone': '편안함', 'topic': '장비 구입비 분담', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['차유준', '유준호']}",친구와 장비 구입비 분담,친구,공동 장비 구매 비용 나누기,
"야 뭐해
어 나 집이야
다름이 아니라 우리 장비 산 거 있잖아
아 그거 지금 얘기해 볼까 했는데
우리가 같이 썼으니까 반반 나누자
어 나도 그 생각했어 얼마였지
기억하기로 20만원이었는데
그럼 10씩 내면 되겠네
응 괜찮아 지금 보낼까
어 그래 계좌 불러줘
잠깐만 문자로 보낼게
오케이 확인했어
고마워 다음에 만날 때 얘기하자
그래 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '공동 장비 구매', 'tone': '편안함', 'topic': '장비 구입비 분담', 'emotion': '편안함', 'call_environment': '조용한 실내', 'participants': ['주도훈', '허예은']}",친구와 장비 구입비 분담,친구,공동 장비 구매 비용 나누기,
"안녕하세요 은행인데요
네 안녕하세요 혹시 계좌 수수료랑 조건 좀 확인하고 싶어서요
어떤 계좌를 말씀하시는 건가요
저기 예금 계좌요 수수료가 어떻게 되는지 알고 싶어요
예금 계좌의 경우 기본 수수료는 월 1천 원인데요 일정 조건 충족 시 면제가 가능합니다
조건이 뭐예요
월 거래 횟수가 10회 이상이거나 보유 잔액이 5백만 원 이상이면 면제됩니다
아 그러면 현재 제 계좌도 해당되나요
네 고객님 최근 거래를 보면 조건을 충족하고 있습니다 그래서 수수료는 면제되실 거예요
아 감사합니다 그럼 다른 문의는 없고요
알겠습니다 궁금한 사항이 있으시면 언제든 문의해 주세요
네 고맙습니다",0,"{'conversation_type': 'casual_normal', 'relationship': '고객-은행직원', 'context': '계좌 수수료와 조건 확인', 'tone': '정중함', 'topic': '수수료 문의', 'emotion': '중립', 'call_environment': '조용한 공공장소', 'participants': ['안승민', '성연우']}",은행 수수료 문의,고객-은행직원,계좌 수수료와 조건 확인,
"안녕하세요 거기 은행 맞죠
네 고객님 무엇을 도와드릴까요
제가 지금 계좌 수수료와 조건에 대해 좀 알아보려고 하는데요
아 네 어떤 계좌에 대해 궁금하신가요
그 일반 예금 계좌 말이에요
아 그렇군요 일반 예금 계좌는 기본적으로 월 10회 이체까지는 무료입니다 그 후에는 건당 500원이 부과됩니다
아 그렇군요 그리고 인터넷 뱅킹 수수료는 어떻게 되나요
인터넷 뱅킹은 모든 이체가 무료입니다
오 좋네요 다른 조건도 혹시 있나요
현재 유지 조건은 없고 별도 유지비도 없습니다
아 알겠습니다 감사합니다
네 더 궁금한 점 있으시면 언제든지 문의 주세요",0,"{'conversation_type': 'casual_normal', 'relationship': '고객-은행직원', 'context': '계좌 수수료와 조건 확인', 'tone': '정중함', 'topic': '수수료 및 조건 문의', 'emotion': '정중함', 'call_environment': '조용한 실내', 'participants': ['최서우', '윤서린']}",은행 수수료 문의,고객-은행직원,계좌 수수료와 조건 확인,
"야 뭐해
어 지금 집에 있어
다음 주에 외식하자고 했잖아
아 맞다 근데 어디로 가지
음 그거 생각해봤는데 우리 예산이 어떻게 될까 싶어서
일단 한 사람당 만 원 정도 생각하고 있었어
그럼 한 삼만 원 정도로 괜찮을까
오케이 그럼 그 정도 예산으로 어디 좋은데 있나 찾아보자
어떤 종류 음식이 좋을까
나는 한식이나 양식 생각하고 있었어
좋아 그럼 검색해서 괜찮은 데 있으면 공유해
오케이 그럼 곧 다시 얘기하자
알겠어 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '외식 비용 계획', 'tone': '협조적', 'topic': '외식 예산', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['허승우', '차지우']}",친구와 외식 예산 계획,친구,외식 비용 미리 계획,
"야 점심 먹을 때 어디로 갈까
이 근처 조용한 데 알아봤어
어디 어디
음 요즘 새로 생긴 카페도 좋고 아니면 전통 음식점도 괜찮아
가격은 어때
카페는 한 15000원 정도 나올 테고 전통 음식점은 20000원까지 생각하면 될 거 같아
오케이 그럼 카페로 하자 가벼워 보이네
응 나도 그게 좋을 것 같아 조용히 얘기하기도 좋잖아
그렇지 그럼 예약해볼까
그래 요즘 미리 예약하면 더 편하더라
그럼 지금 당장 해 놓을게
응 알았어 기다릴게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '외식 비용 미리 계획', 'tone': '협조적', 'topic': '외식 예산 계획', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['조재원', '한소윤']}",친구와 외식 예산 계획,친구,외식 비용 미리 계획,
"어 어디야 지금
응 나 지금 밖에 나와 있어
다과 비용 어떻게 할지 정리하려고
아 맞다 회사 카드로 계산했었지
응 그거 나누기로 했잖아
그럼 총 비용이 얼마였더라
한 5만원 정도였던 것 같아
아 그래 그럼 반반씩 하면 되겠다
응 한 2만5천원씩 하면 되겠네
좋아 그럼 내가 다음에 점심 사줄게
아 좋지 그럼 다음 회의 때는 내가 다과 준비할게
음 좋아 그럼 그렇게 하자
알았어 그럼 이따 봐
그래 나중에 봐
날씨 좋다
그러게 밖에 나오니까 좋네",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '회의 다과 비용 분담', 'tone': '편안함', 'topic': '다과 비용 분배', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['손라윤', '구채윤']}",동료와 회의 다과 비용 분담,동료,회의 다과 비용 계산 및 분배,
"어 거기 괜찮아
아 지금 버스 타고 가는 중이야 조금 시끄러울 수도 있는데
아무튼 회의 다과 비용 얘기하려고
맞아 그거 말인데 얼마 나왔지
전체 다 해서 오만원 정도였던 거 같은데
음 그러면 우리 반반으로 나누면 되지 않을까
응 그럼 내가 이만오천원 너한테 보내면 될 거 같아
좋아 계좌번호 알려주면 바로 보낼게
어 그러면 나중에 만나서 처리할까
그래 그럼 점심시간에 잠깐 보자
알았어 안녕",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '회의 다과 비용 계산 및 분배', 'tone': '편안함', 'topic': '비용 분담', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['강서하', '강지민']}",동료와 회의 다과 비용 분담,동료,회의 다과 비용 계산 및 분배,
"안녕하세요 선생님 지금 통화 괜찮으세요
어 그래 무슨 일이야
저 장학금 신청하려고 하는데요 조건이 어떻게 되나요
음 지금 귀찮게 해서 미안한데 지원 자격이 어떻게 되지
어 그러니까 성적이랑 출석률이 좋아야 하는데 자세한 건 학원 홈페이지에 올라가 있을 거야
아 그러면 홈페이지에서 확인하면 되겠네요
응 좀 더 궁금한 거 있으면 다시 연락해줘
네 그럼 그렇게 할게요 감사합니다
그래 밖에서 전화 받는 거야 어디야
네 밖인데 바람이 좀 불고 있어서요
알겠어 그럼 나중에 또 얘기하자
네 고맙습니다",0,"{'conversation_type': 'casual_normal', 'relationship': '학생-학원', 'context': '장학금 신청 및 조건 확인', 'tone': '공손함', 'topic': '장학금 문의', 'emotion': '궁금함', 'call_environment': '실외', 'participants': ['민시우', '민지우']}",학원 강사에게 장학금 문의,학생-학원,장학금 신청 및 조건 확인,
"안녕하세요 선생님 지금 통화 괜찮으세요
네 괜찮습니다 무슨 일이세요
장학금 신청에 대해서 궁금한 게 있어서요
아 네 어떤 점이 궁금한가요
조건이 어떻게 되는지 알고 싶어서요
좋습니다 성적이 평균 이상이어야 하고 출석도 80퍼센트 이상이어야 해요
아 그렇군요 제가 성적은 괜찮은데 출석이 좀 걱정이에요
출석이 조금 모자라도 좋은 평가를 받으면 괜찮을 수 있으니 걱정 마세요
감사합니다 그럼 신청은 어떻게 하면 되나요
홈페이지에서 신청서 작성하시고 제출하시면 됩니다
알겠습니다 고맙습니다 선생님
조용히 해야 돼서 이만 끊을게요 나중에 더 궁금한 거 있으면 연락 주세요
네 감사합니다 나중에 문의드릴게요",0,"{'conversation_type': 'casual_normal', 'relationship': '학생-학원', 'context': '장학금 신청 및 조건 확인', 'tone': '공손함', 'topic': '장학금 문의', 'emotion': '배려', 'call_environment': '조용한 공공장소', 'participants': ['성서희', '심민재']}",학원 강사에게 장학금 문의,학생-학원,장학금 신청 및 조건 확인,
"야 뭐해
나 지금 밖에 나와 있어
그래 나도 밖인데 지금 바람 불어
어제 영화 재미있었지
진짜 대박이었지 완전 좋았어
그나저나 우리 영화 관람료 계산해야 하지 않냐
맞다 그거 어떻게 할까
내가 볼 때는 그냥 반반 나누자
오케이 좋지 그게 제일 깔끔하네
그래서 얼마였더라 어 잠깐만 계산해볼게
응 기다릴게
음 전체 2만 4천원 나왔으니까 1만 2천원씩 하면 되겠다
오케이 그럼 내가 너한테 입금할게
좋아
알았어 연락해
응 그래 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '영화 관람료 계산', 'tone': '편안함', 'topic': '영화 관람 비용 나누기', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['김지안', '권재원']}",친구와 영화 관람 비용 나누기,친구,영화 관람료 계산,
"야 영화 진짜 재밌었지
어 완전 재밌었어
그런데 우리 저번에 약속한 대로 반반 나눠 내자
음 좋지 그럼 얼마였더라
티켓 값이랑 팝콘 해서 이만원 나왔어
그럼 나 만원 보내면 되네
응 맞아 계좌 알려줄까
아니야 나 예전에 보내준 거 저장해놨어 바로 보낼게
오케이 그럼 확인해볼게
보내졌어 진짜 오늘 재미있었다
맞아 다음에 또 보러 가자
그래 그럼 잘 있어
안녕",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '영화 관람료 계산', 'tone': '편안함', 'topic': '영화 관람 비용 나누기', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['임현서', '김현서']}",친구와 영화 관람 비용 나누기,친구,영화 관람료 계산,
"어 지금 잠깐 통화 가능해
어 들려 근데 여긴 좀 시끄러워
음 괜찮아 그냥 바로 얘기할게
응 무슨 일이야
저기 있잖아
응 말해봐
요번에 갑자기 지출이 좀 생겼어
어 괜찮아 무슨 일인데
급하게 돈이 좀 필요해서 말야
얼마나 필요한데
음 한 이백쯤 필요한데
그래 알았어 어디로 보내줄까
고마워 정말 큰일 날 뻔했어
아냐 뭘 그런 걸로 그래도 조심해야지
응 맞아 다음엔 더 신경 쓸게
알았어 보내줄게 연락할게
고마워 정말로
응 그럼 조심히 있고 또 연락해",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '생활비 긴급 요청', 'tone': '조심스러움', 'topic': '갑작스러운 지출 지원 요청', 'emotion': '걱정', 'call_environment': '시끄러운 실내', 'participants': ['남승우', '성예서']}",가족과 생활비 긴급 요청,가족,갑작스러운 지출 지원 요청,
"어 안녕하세요
어 그래 잘 지내
저기 말인데 내가 급하게 좀 부탁할 게 있어서
무슨 일이야
갑자기 생활비가 좀 부족해져서 그러는데 좀 도와줄 수 있을까
얼마나 필요한데
음 그래서 말이야 50만 원 정도 필요한데 괜찮을까
그래 알겠어 바로 송금할게
고마워 그럼 나중에 꼭 갚을게
별말을 다해 서로 돕는 거지
맞아 진짜 고마워
다른 건 문제 없어
응 다 괜찮아 고마워
알겠어 그럼 나중에 또 연락하자
응 그래 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '긴급 생활비 지원 요청', 'tone': '조심스러움', 'topic': '생활비', 'emotion': '고마움', 'call_environment': '조용한 실내', 'participants': ['유서연', '조주호']}",가족과 생활비 긴급 요청,가족,갑작스러운 지출 지원 요청,
"야 뭐해
어 지금 도서관에 있어 조용히 말해야 돼
그래서 이번에 우리 여행 경비 정산해야 하는데
맞아 다들 즐거웠지
응 대박 재밌었어
그러면 내가 전부 리스트 만들었거든
오케이 그리고 나중에 엑셀로 정리해서 보내줄게
좋아 그럼 내가 먼저 일부 금액 보낼게
음 그럼 나머지는 내가 할게
응 그럼 고마워
알겠어 확인하면 연락해줘
응 나중에 또 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '여행 경비 정산', 'tone': '편안함', 'topic': '여행 후 비용 정산', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['신서윤', '임유나']}",친구와 여행 경비 정산,친구,여행 후 비용 정산,
"야 뭐해
어 나 지금 밖이야 바람 좀 불어
아 밖이야 어디 갔다 왔어
아니 그냥 잠깐 산책 나왔어 근데 있잖아 저번 여행 때 쓰던 경비 정산해보려고
아 그래 좋지 얼마 나왔어
음 그러니까 내가 대충 계산해봤는데 어딜 갔더라 거기 뭐지 아 맞다 그 바베큐장
아 대박 거기 진짜 좋았지
그치 거기에서 한 사람당 삼만 원 정도 나왔고 그다음에 숙소 비용이 1/n 하면 오만 원이더라
오 생각보다 별로 안 나왔네 괜찮은 거 같은데
맞아 그리고 나머지 식대랑 교통비 해서 총 십만 오천 원씩 내면 될 것 같아
오 좋네 그럼 내가 네 계좌로 보내면 되는 거지
응 맞아 괜찮으면 이번 주까지 보내줘 히히
오케이 알겠어 이번 주말에 시간 어떰 다시 모일래
그래 좋지 연락할게 언제든 편하게 불러
좋아 그럼 연락할게 밖에서 얼른 들어가 길 조심하고
알겠어 너도 조심히 들어가 나중에 봐
어 그래 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '여행 경비 정산', 'tone': '편안함', 'topic': '여행 후 비용 정산', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['민승우', '민예진']}",친구와 여행 경비 정산,친구,여행 후 비용 정산,
"안녕하세요
어 나야
출장 경비 정리하려고 하는데 잠시 얘기할 수 있어
응 괜찮아 지금 사무실이야
다행이다 업무 때 쓴 카드 영수증들은 다 모아놨지
응 다 모아놨어 나중에 스캔해서 보내줄게
좋아 그럼 내가 이번에 정산 양식 작성해서 공유할게
그래 좋아 그럼 다음주 월요일에 한번 다 같이 모여서 마무리하자
응 월요일 오전에 시간 괜찮으면 그때 확인하자
오케이 그때 보자
고마워 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '출장 비용 및 정산 방법 논의', 'tone': '협조적', 'topic': '출장 경비 정산', 'emotion': '중립', 'call_environment': '조용한 실내', 'participants': ['신시연', '최하율']}",동료와 업무 관련 지출 공유,동료,출장 비용 및 정산 방법 논의,
"어 지금 시간 괜찮아
어 괜찮아 무슨 일이야
출장 다녀오고 나서 비용 정산해야 하잖아
아 맞다 그거 어떻게 할 거야
지금 비용 정리 중인데 나중에 공유할게
오케이 나는 교통비랑 숙박비 정리해둬야겠다
그렇게 하면 좋을 것 같아
우리 회사 시스템에 올리면 되지
응 맞아 서로 올리고 나중에 확인해보자
그래 그럼 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '출장 비용 및 정산', 'tone': '협조적', 'topic': '출장 비용 정산', 'emotion': '협조적', 'call_environment': '조용한 실내', 'participants': ['신재원', '안지원']}",동료와 업무 관련 지출 공유,동료,출장 비용 및 정산 방법 논의,
"야 너 지금 어디야
지금 카페야 여긴 좀 시끄럽네
아 그래 그럼 잠깐만 밖으로 나가서 말해봐
어 잠깐만 기다려 어 이제 좀 나은 것 같아
오케이 너 그 행사 비용 얘기하려고 했잖아
응 맞아 가족 행사 때문에 조금 신경 쓰이긴 하는데
그러게 근데 우리 둘이서 반반 나누면 되지 않을까
응 그게 제일 맞는 것 같아 근데 혹시 부담되면 말해
아니 괜찮아 우리 가족이니까 서로 이렇게 도우면 좋지 뭐
하하 맞아 그래서 준비는 어떻게 하고 있어
나도 지금 다 준비 중인데 조금 더 챙길 거 같아
오 그렇구나 그러면 난 다른 거 도와줄 거 없을까
음 그럼 음료수 같은 거 조금 더 챙겨주면 좋겠어
그래 알았어 내가 그걸로 준비할게
고마워 너 덕분에 수월하게 할 수 있을 거야
하하 나중에 커피 한잔 사줘 아 그리고 뭐 더 필요한 거 있으면 언제든 말해
응 진짜 고마워 다음에 봐
그래 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '행사 비용 조율', 'tone': '협조적', 'topic': '가족 행사', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['박가은', '곽시연']}",친척과 행사 비용 조율,가족,가족 행사 비용 분담,
"어 너 요즘 잘 지내
응 잘 지내고 있어 너는
나도 잘 지내 크크 근데 말이야 우리 큰아버지 환갑잔치 있잖아
아 맞다 그거 어떤 일이야
거기 시끄럽네 잘 안 들리는데
아 미안 카페에 있어서 음 잠깐 소리 나는 데서 좀 멀어질게
오케이 됐어 이제 잘 들려
어 그래서 이번에 비용 분담 해야 하나 봐
맞아 그게 이번엔 우리끼리 조금씩 나눠서 하기로 했대
음 그럼 어느 정도가 적당할까
일단 전체 예산이 정해져서 각자 20만 원 정도면 될 것 같아
괜찮을 것 같은데 하긴 형편이 제일 중요하니까
응 어머니도 그렇게 말씀하셨어 부담이 가는 금액이면 좀 줄일 수도 있다고 하고
알았어 그럼 그렇게 하자 나도 준비해볼게
오케이 그러면 다들 모일 때 같이 더 얘기하자
알겠어 카페 소리 덜한 데서 전화해줘서 고마워
크크 알았어 다음엔 조용한 곳에서 할게",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '가족 행사 비용 조율', 'tone': '협조적', 'topic': '행사 비용 분담', 'emotion': '협조적', 'call_environment': '시끄러운 실내', 'participants': ['차예은', '차하민']}",친척과 행사 비용 조율,가족,가족 행사 비용 분담,
"안녕하세요 지금 괜찮으세요
네 괜찮아요
이번 달 공과금 나왔는데 같이 얘기해보려고요
네 좋아요 어떻게 나왔어요
전기요금은 지난달보다 조금 올랐고 나머지는 비슷해요
그럼 전기요금은 어떻게 나누면 좋을까요
전에 하던 대로 반반 나눌까요 그게 제일 공평할 것 같아요
네 반반으로 괜찮아요
수도랑 가스비는 지난번처럼 나누면 될까요
네 그렇게 하면 될 것 같아요
그럼 이번 주말에 만나서 정리할까요
네 주말에 보면 좋겠네요
그럼 그때 봬요 감사합니다
네 감사합니다 조용히 해야 해서 이만 끊을게요",0,"{'conversation_type': 'casual_normal', 'relationship': '세입자-집주인', 'context': '공과금 분배 논의', 'tone': '협조적', 'topic': '전기/수도/가스 비용 분담', 'emotion': '협조적', 'participants': ['한지현', '김도훈'], 'call_environment': '조용한 공공장소'}",세입자와 공과금 분배 논의,세입자-집주인,전기/수도/가스 비용 분담,
"어 지금 걷는 중이야 그래서 조금 숨차네
어 괜찮아 천천히 말해
다름이 아니라 이번 달 공과금 분담에 대해서 이야기해보려고
아 그거 나도 이야기하고 싶었어 이번 달 많이 나왔더라
그니까 전기 요금이 많이 나왔더라고 에어컨 때문인가
맞아 더웠으니까 에어컨 많이 틀었잖아 그럼 반반씩 나누는 거야
응 반반씩 나누면 될 것 같아 그리고 수도 요금은 어떻게 할까
수도는 내가 주로 사용해서 이번엔 내가 조금 더 낼게 괜찮아
아 그래 고마워 그럼 가스 요금도 비슷하게 나누면 되겠다
그래 그럼 이번 달은 그렇게 정리하자 다음 달에도 비슷하게 나오겠지
아마도 그렇게 될 것 같아 그럼 정산은 언제 하면 돼
이번 주 안으로 하면 좋을 것 같은데
오케이 그럼 집에 가면 바로 준비할게
알았어 그럼 집에 도착해서 연락 줘
응 그럴게 조심히 가",0,"{'conversation_type': 'casual_normal', 'relationship': '세입자-집주인', 'context': '전기/수도/가스 비용 분담', 'tone': '협조적', 'topic': '공과금 분담', 'emotion': '협조', 'call_environment': '이동 중', 'participants': ['남민서', '이하영']}",세입자와 공과금 분배 논의,세입자-집주인,전기/수도/가스 비용 분담,
